date,meteors
03/2019,3286.0
04/2019,12901.0
05/2019,7681.0
06/2019,13566.0
07/2019,13989.0
08/2019,16101.0
09/2019,1256.0
10/2019,10837.0
11/2019,6920.0
12/2019,11011.0
01/2020,8864.0
02/2020,4608.0
03/2020,5983.0
04/2020,4532.0
05/2020,8796.0
06/2020,8222.0
07/2020,3953.0
08/2020,15977.0
09/2020,2396.0
10/2020,7099.0
11/2020,7191.0
12/2020,8612.0
01/2021,6590.0
02/2021,2307.0
