date,meteors
2020-01-04,805.0
2020-01-19,418.0
2020-02-01,124.0
2020-02-08,131.0
2020-02-14,147.0
2020-03-14,185.0
2020-04-22,0.0
2020-04-23,427.0
2020-05-05,307.0
2020-05-08,293.0
2020-05-09,243.0
2020-05-16,290.0
2020-05-20,264.0
2020-06-07,339.0
2020-06-09,429.0
2020-06-27,0.0
2020-06-28,0.0
2020-07-27,550.0
2020-07-29,662.0
2020-08-12,1401.0
2020-08-17,413.0
2020-08-25,382.0
2020-08-31,317.0
2020-09-09,8.0
2020-09-27,0.0
2020-10-05,247.0
2020-10-08,229.0
2020-10-10,249.0
2020-10-11,285.0
2020-10-18,239.0
2020-10-21,210.0
2020-10-24,284.0
2020-11-12,268.0
2020-11-17,192.0
2020-11-21,307.0
2020-11-28,278.0
2020-12-02,318.0
2020-12-07,260.0
2020-12-09,278.0
2020-12-14,158.0
2020-12-16,320.0
2020-12-19,201.0
2020-12-22,327.0
