date;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23
03/2019;7.421052631578948;8.736842105263158;8.333333333333334;7.684210526315789;7.157894736842105;8.736842105263158;8.473684210526315;8.368421052631579;11.0;10.736842105263158;13.333333333333334;12.61111111111111;10.722222222222221;7.277777777777778;6.388888888888889;5.411764705882353;4.277777777777778;3.235294117647059;3.7777777777777777;3.6875;2.8421052631578947;4.95;5.7368421052631575;7.368421052631579
04/2019;18.4;20.7;21.566666666666666;19.866666666666667;21.0;24.333333333333332;26.6;29.5;34.266666666666666;32.06666666666667;30.033333333333335;24.866666666666667;18.333333333333332;14.6;13.133333333333333;10.333333333333334;9.866666666666667;8.1;4.931034482758621;4.733333333333333;6.535714285714286;8.966666666666667;11.733333333333333;16.166666666666668
05/2019;19.266666666666666;22.733333333333334;21.533333333333335;25.066666666666666;25.466666666666665;32.06666666666667;38.86666666666667;44.06666666666667;45.46666666666667;42.266666666666666;33.46666666666667;24.866666666666667;16.266666666666666;17.133333333333333;16.533333333333335;14.066666666666666;8.666666666666666;7.933333333333334;6.466666666666667;5.666666666666667;6.866666666666666;8.866666666666667;12.466666666666667;16.0
06/2019;20.8;28.05;29.25;34.75;41.95;48.1;54.95;62.5;56.95;53.05;36.0;21.818181818181817;22.476190476190474;24.75;26.25;20.65;15.05;11.1;8.55;6.65;5.45;8.95;16.0;20.95
07/2019;28.653846153846153;36.46153846153846;37.03846153846154;32.5;33.88461538461539;34.80769230769231;33.6;35.12;33.52;28.6;24.32;19.24;15.6;16.24;16.8;14.72;13.52;10.48;9.64;8.92;10.52;14.08;19.04;23.192307692307693
08/2019;33.714285714285715;37.629629629629626;36.892857142857146;35.0;34.111111111111114;37.111111111111114;35.148148148148145;34.370370370370374;33.285714285714285;33.0;26.75;22.321428571428573;16.857142857142858;14.535714285714286;12.178571428571429;12.892857142857142;10.517241379310345;11.655172413793103;11.586206896551724;10.821428571428571;10.535714285714286;18.035714285714285;21.75;29.5
09/2019;13.318181818181818;13.476190476190476;11.409090909090908;9.80952380952381;10.904761904761905;11.285714285714286;14.047619047619047;13.523809523809524;14.55;16.047619047619047;14.5;13.7;9.75;7.428571428571429;19.476190476190474;16.545454545454547;4.954545454545454;5.45;6.6;6.0;7.5;10.238095238095237;13.285714285714286;13.666666666666666
10/2019;20.2;19.666666666666668;17.666666666666668;15.5;16.666666666666668;16.0;18.689655172413794;18.366666666666667;17.566666666666666;19.133333333333333;18.933333333333334;16.29032258064516;11.548387096774194;10.548387096774194;9.451612903225806;6.266666666666667;5.068965517241379;7.483870967741935;9.387096774193548;12.433333333333334;12.1;15.866666666666667;22.066666666666666;22.966666666666665
11/2019;17.285714285714285;16.285714285714285;14.333333333333334;15.333333333333334;14.19047619047619;16.333333333333332;15.0;14.909090909090908;17.047619047619047;17.38095238095238;16.095238095238095;16.904761904761905;14.714285714285714;11.75;7.0;7.0;6.526315789473684;5.894736842105263;7.0;10.619047619047619;11.666666666666666;16.095238095238095;19.666666666666668;22.19047619047619
12/2019;20.714285714285715;21.535714285714285;17.178571428571427;17.464285714285715;18.571428571428573;18.821428571428573;18.142857142857142;18.25;18.214285714285715;19.857142857142858;17.642857142857142;16.285714285714285;12.071428571428571;11.107142857142858;8.464285714285714;6.928571428571429;5.407407407407407;5.607142857142857;7.551724137931035;13.241379310344827;17.896551724137932;22.310344827586206;27.03448275862069;28.96551724137931
01/2020;18.714285714285715;25.285714285714285;24.476190476190474;27.666666666666668;26.714285714285715;24.761904761904763;22.19047619047619;19.80952380952381;18.40909090909091;18.636363636363637;19.954545454545453;16.545454545454547;16.181818181818183;14.590909090909092;10.636363636363637;7.666666666666667;4.842105263157895;5.8;9.285714285714286;11.19047619047619;14.090909090909092;17.454545454545453;19.59090909090909;19.5
02/2020;12.166666666666666;11.916666666666666;10.958333333333334;8.791666666666666;7.25;6.625;7.391304347826087;8.043478260869565;7.958333333333333;8.565217391304348;12.291666666666666;9.25;10.541666666666666;7.666666666666667;5.333333333333333;4.136363636363637;2.8260869565217392;3.3333333333333335;3.875;6.217391304347826;6.833333333333333;9.375;10.458333333333334;11.916666666666666
03/2020;9.774193548387096;10.548387096774194;10.233333333333333;8.580645161290322;8.580645161290322;6.967741935483871;8.166666666666666;10.96774193548387;11.193548387096774;12.064516129032258;13.258064516129032;15.6;10.310344827586206;6.290322580645161;4.241379310344827;3.892857142857143;3.5652173913043477;2.8;9.48;4.344827586206897;5.5;6.451612903225806;8.1;8.516129032258064
04/2020;12.058823529411764;12.0;13.352941176470589;9.764705882352942;9.647058823529411;11.705882352941176;13.176470588235293;16.58823529411765;21.58823529411765;20.058823529411764;21.352941176470587;15.823529411764707;10.117647058823529;9.352941176470589;6.928571428571429;9.470588235294118;6.9411764705882355;9.0;4.666666666666667;6.0;6.8125;7.0588235294117645;6.882352941176471;10.529411764705882
05/2020;10.655172413793103;13.366666666666667;12.5;13.266666666666667;13.666666666666666;19.333333333333332;21.633333333333333;26.133333333333333;28.580645161290324;27.322580645161292;22.838709677419356;14.483870967741936;6.366666666666666;5.566666666666666;5.833333333333333;6.1;7.333333333333333;6.538461538461538;2.6551724137931036;3.7142857142857144;3.5;4.67741935483871;6.655172413793103;9.0
06/2020;14.1875;19.5;17.5;24.6875;33.25;44.0;50.375;52.875;49.6875;40.5625;24.4375;16.941176470588236;16.294117647058822;17.529411764705884;16.41176470588235;13.411764705882353;8.176470588235293;5.4375;5.705882352941177;4.875;5.0;7.176470588235294;7.9411764705882355;10.117647058823529
