Date;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|
lun. jul. 22 2019;-98,09;-133,28;36;3;33;0;|;-98,33;-133,09;45;7;37;1;|;-91,7;-128,78;41;7;33;1;|;-104,67;-128,02;32;8;24;0;|;-96,62;-131,58;38;6;29;3;|;-96,92;-133,03;41;6;35;0;|;-98,99;-133,1;46;4;42;0;|;-98,04;-130,14;28;4;24;0;|;-88;-126,4;22;4;17;1;|;-89,51;-128,21;26;4;22;0;|;-101,69;-131,91;36;3;33;0;|;-104,35;-131,62;20;1;19;0;|;-96,65;-130,72;18;3;14;1;|;-89,41;-130,04;12;3;9;0;|;-94,87;-130,23;17;5;12;0;|;-109,51;-132,61;6;0;6;0;|;-95,5;-133,31;8;1;7;0;|;-111;-133,13;8;0;8;0;|;-100,67;-131,5;19;2;17;0;|;-107,97;-132,19;10;4;6;0;|;-105,8;-130,57;15;2;13;0;|;-90,69;-132,35;16;2;14;0;|;-103,99;-133,58;27;1;26;0;|;-106,46;-133,1;26;1;25;0;|;-88;-131,35;593;81;505;7;|
mar. jul. 23 2019;-96,84;-133,16;32;3;29;0;|;-98,21;-132,34;50;3;47;0;|;-98,78;-130,16;34;2;31;1;|;-97,45;-127,11;27;3;24;0;|;-88,27;-127,43;31;5;25;1;|;-102,55;-131,15;35;6;28;1;|;-100,23;-132,01;30;1;29;0;|;-101,28;-131,59;24;0;24;0;|;-98,44;-129,78;25;3;22;0;|;-94,88;-127,24;27;2;25;0;|;-89,75;-130,54;34;4;29;1;|;-103,83;-132,03;20;1;19;0;|;-105,32;-132,33;18;1;17;0;|;-99,44;-132,59;22;3;19;0;|;-93,95;-131,72;19;4;15;0;|;-94,45;-133,7;14;1;13;0;|;-110,7;-134,25;13;0;13;0;|;-112,19;-133,37;11;0;11;0;|;-106,98;-131,52;4;1;3;0;|;-96,7;-131,52;5;1;4;0;|;-88,88;-131,03;16;3;13;0;|;-95,37;-130,37;13;2;11;0;|;-83,97;-127,86;19;4;15;0;|;-83,97;-127,83;32;8;24;0;|;-83,97;-130,94;555;61;490;4;|
mié. jul. 24 2019;-89,02;-128,55;40;3;37;0;|;-86,12;-131,17;56;8;47;1;|;-87,62;-132,64;60;4;56;0;|;-88,32;-131,27;50;7;43;0;|;-93,6;-133,44;48;9;39;0;|;-93,57;-133,66;40;5;35;0;|;-99,02;-132,79;44;3;41;0;|;-103,28;-132,65;34;2;32;0;|;-102,29;-126,49;25;3;22;0;|;-89,97;-130,87;20;2;18;0;|;-104,35;-131,84;28;2;26;0;|;-95,96;-131,29;22;0;22;0;|;-90,61;-128,53;20;2;18;0;|;-103,45;-132,14;21;2;19;0;|;-108,32;-133,15;14;0;14;0;|;-90,57;-132,69;14;0;14;0;|;-90,57;-132,69;7;0;7;0;|;-110,57;-133,9;8;1;7;0;|;-98,98;-134,51;16;1;15;0;|;-97,11;-132,36;14;1;13;0;|;-108,21;-133,2;12;1;11;0;|;-97,01;-133,16;26;4;22;0;|;-103;-133,64;33;5;28;0;|;-97,51;-133,38;34;3;31;0;|;-86,12;-132,08;686;68;617;1;|
jue. jul. 25 2019;-91,11;-133,46;41;3;38;0;|;-86,45;-131,36;52;5;47;0;|;-102,13;-132,23;48;5;43;0;|;-93,45;-127,4;31;1;30;0;|;-102,5;-127,65;32;3;29;0;|;-109,49;-131,08;16;2;14;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-86,45;-130,53;220;19;201;0;|
vie. Jul. 26 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sáb. Jul. 27 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dom. Jul. 28 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lun. Jul. 29 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar. jul. 30 2019;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;0;0;15;0;15;0;|;0;0;15;0;15;0;|
mié. jul. 31 2019;-87,31;-131,2;52;11;41;0;|;-84,48;-129,42;81;11;70;0;|;-89,82;-129,44;58;7;51;0;|;-90,54;-130,46;52;7;44;1;|;-94,26;-129,53;43;7;36;0;|;-90,99;-130,46;52;10;40;2;|;-88,12;-131,13;28;3;24;1;|;-97,51;-130,46;20;2;18;0;|;-97,67;-130,86;26;0;25;1;|;-96,78;-130,59;26;3;23;0;|;-93,54;-132,12;18;4;14;0;|;-106,28;-129,41;16;3;13;0;|;-96,15;-126,57;6;0;6;0;|;-104,19;-132,48;9;1;8;0;|;-98,5;-130,45;16;2;14;0;|;-96,27;-130,45;17;3;14;0;|;-98,98;-131,99;14;2;12;0;|;-102,09;-132,73;7;1;6;0;|;-111,49;-133,64;12;0;12;0;|;-85,99;-130,74;11;1;10;0;|;-101,69;-131,3;7;1;6;0;|;-98,6;-129,97;17;0;17;0;|;-94,77;-126,54;24;0;24;0;|;-97,91;-129,02;24;3;21;0;|;-84,48;-130,46;636;82;549;5;|
jue. ago. 1 2019;-91,98;-132,84;53;3;50;0;|;-91,43;-133,32;71;7;62;2;|;-91,8;-131,23;64;13;50;1;|;-83,96;-131,57;76;12;62;2;|;-98,06;-132,13;37;7;28;2;|;-85,02;-131,66;58;12;46;0;|;-78,32;-128,97;43;4;38;1;|;-105,22;-131,75;20;3;17;0;|;-97,77;-130,71;28;2;26;0;|;-97,41;-128,95;21;2;19;0;|;-94,62;-127,02;18;0;18;0;|;-104,6;-131,77;24;4;20;0;|;-75,54;-125,13;17;5;11;1;|;-94,16;-130,01;10;1;9;0;|;-106,57;-132,01;6;1;5;0;|;-108,06;-132,75;12;0;12;0;|;-91,97;-132,4;6;1;5;0;|;-103,75;-132,86;13;2;11;0;|;-110,02;-133,52;10;0;10;0;|;-98,63;-132,47;13;0;13;0;|;-112,17;-132,23;7;0;7;0;|;-91,07;-131,27;21;2;19;0;|;-87,66;-127,13;18;3;15;0;|;-97,92;-127,39;24;2;22;0;|;-75,54;-130,88;670;86;575;9;|
vie. ago. 2 2019;-99,72;-131,96;40;5;35;0;|;-92,36;-131,53;62;10;51;1;|;-92,51;-132,19;52;6;45;1;|;-82,37;-130,19;47;13;34;0;|;-93,05;-132,59;43;8;35;0;|;-88,93;-129,86;38;4;32;2;|;-88,22;-132,1;37;5;32;0;|;-90,13;-131,36;31;7;24;0;|;-101,19;-130,55;33;6;27;0;|;-101,05;-126,37;24;3;20;1;|;-102,55;-129,63;19;2;17;0;|;-95,29;-132,12;18;4;14;0;|;-102,09;-130,6;12;1;11;0;|;-103,13;-131,1;10;0;10;0;|;-105,97;-132,71;7;1;6;0;|;-110,4;-132,92;12;0;12;0;|;-111,81;-133;11;2;9;0;|;-105,2;-133,36;10;0;10;0;|;-117,64;-134,14;3;0;3;0;|;-91,93;-133,92;10;0;10;0;|;-97,2;-134,26;11;2;9;0;|;-101,93;-133,12;29;1;28;0;|;-98,09;-132,79;22;1;21;0;|;-98,34;-130,18;24;3;21;0;|;-82,37;-131,77;605;84;516;5;|
sáb. ago. 3 2019;-90,77;-127,76;29;2;27;0;|;-83,2;-128,06;32;8;23;1;|;-97,37;-132,63;53;8;44;1;|;-95,6;-133,67;50;7;43;0;|;-104,83;-133,55;53;5;48;0;|;-103,66;-133,61;36;9;27;0;|;-91,73;-132,22;31;7;24;0;|;-90,65;-132,6;32;7;25;0;|;-89,32;-130,68;25;3;21;1;|;-92,82;-126,94;24;4;19;1;|;-95,41;-131,95;25;3;22;0;|;-99,07;-132,35;18;1;17;0;|;-90,78;-130,47;26;6;20;0;|;-103,62;-131,51;20;3;17;0;|;-91,33;-132,26;17;3;14;0;|;-96,95;-131,74;8;1;7;0;|;-96,95;-133,55;14;1;13;0;|;-103,72;-134,04;10;0;10;0;|;-104,38;-134,14;12;1;11;0;|;-100,48;-134,18;11;1;10;0;|;-92,5;-131,79;13;2;10;1;|;-88,96;-130,51;14;1;12;1;|;-92,41;-131,58;23;4;19;0;|;-98,02;-130,45;26;0;26;0;|;-83,2;-131,76;602;87;509;6;|
dom. ago. 4 2019;-95,95;-127,08;24;5;19;0;|;-93,62;-126,87;28;4;24;0;|;-96,79;-129,96;36;8;28;0;|;-105,54;-132,47;38;5;31;2;|;-86,84;-132,06;49;8;39;2;|;-88,23;-131,6;44;5;37;2;|;-92,93;-132,27;37;4;32;1;|;-100,75;-131,69;30;5;25;0;|;-89,08;-126,42;31;7;24;0;|;-93,19;-131,23;28;4;24;0;|;-102,92;-132,35;31;4;24;3;|;-105,79;-132,38;18;1;17;0;|;-88,5;-129,1;17;1;16;0;|;-97,54;-132,71;13;0;13;0;|;-100,65;-132,79;10;1;9;0;|;-105,01;-133,25;15;2;13;0;|;-106,2;-133,34;9;1;8;0;|;-89,78;-132,7;9;2;7;0;|;-101,75;-132,95;14;1;13;0;|;-109,45;-132,86;13;2;11;0;|;-106,56;-132,49;9;0;9;0;|;-99,59;-132,09;16;3;13;0;|;-98,25;-133,75;29;6;23;0;|;-93,22;-133,24;33;3;30;0;|;-86,84;-131,57;581;82;489;10;|
lun. ago. 5 2019;-94,45;-130,64;46;3;43;0;|;-93,27;-128,32;35;5;30;0;|;-92,72;-130,73;31;4;27;0;|;-91,27;-132,3;44;10;33;1;|;-84,72;-131,82;40;6;34;0;|;-100,08;-133,21;53;5;44;4;|;-90,34;-131,74;50;12;38;0;|;-93,88;-131,74;37;10;25;2;|;-92,24;-127,09;33;4;29;0;|;-98,41;-131,65;52;11;39;2;|;-105,47;-132,57;30;6;24;0;|;-97,98;-132,01;21;5;15;1;|;-106,14;-129,98;10;2;8;0;|;-103,13;-129,43;13;4;9;0;|;-103,67;-130,33;7;1;6;0;|;-103,81;-131,32;13;1;12;0;|;-102,01;-133,16;14;1;13;0;|;-98,1;-133,16;13;0;13;0;|;-105,51;-131,36;10;0;10;0;|;-104,89;-133,35;17;4;13;0;|;-89,74;-129,15;8;2;6;0;|;0;0;15;2;13;0;|;-91,6;-130,64;16;1;15;0;|;-92,37;-132,39;31;1;30;0;|;0;-125,75;639;100;529;10;|
mar. ago. 6 2019;-95,03;-128,4;23;5;18;0;|;-103,58;-128,65;30;3;27;0;|;-97,42;-131,78;40;6;31;3;|;-92,95;-130,73;34;6;28;0;|;-100,1;-132,74;32;6;26;0;|;-99,4;-133,17;51;9;41;1;|;-89,83;-130,48;45;8;36;1;|;-94,8;-130,58;50;9;41;0;|;-101,46;-126,06;22;1;21;0;|;-94,24;-132,19;35;2;32;1;|;-104,99;-132,05;20;3;17;0;|;-92,87;-130,54;18;6;12;0;|;-99,41;-131,3;13;0;12;1;|;-103,85;-132,6;25;1;24;0;|;-100,92;-132,61;15;2;12;1;|;-107,35;-133,06;14;2;11;1;|;-104,12;-133,7;17;2;15;0;|;-103,71;-133,79;12;0;12;0;|;-99,07;-132,23;11;1;10;0;|;-105,26;-133,74;14;1;13;0;|;-88,61;-128,45;14;5;9;0;|;-98,13;-133,69;28;4;22;2;|;-104,66;-132,72;33;3;29;1;|;-105,3;-128,24;25;2;22;1;|;-88,61;-131,4;621;87;521;13;|
mié. ago. 7 2019;-96,55;-127,04;19;5;14;0;|;-89,9;-129,4;41;6;35;0;|;-101,51;-132,39;49;6;43;0;|;-94,2;-131,35;51;7;40;4;|;-96,57;-132,63;48;14;30;4;|;-92,43;-132,38;54;10;40;4;|;-99,39;-133,25;56;7;47;2;|;-89,85;-133,86;62;9;52;1;|;-88,87;-130,9;44;11;33;0;|;-105,49;-132,75;37;7;30;0;|;-87,36;-130,68;30;8;22;0;|;-105,45;-132;25;0;25;0;|;-100,95;-133,35;23;4;16;3;|;-78,23;-127,07;12;3;9;0;|;-96,8;-130,8;17;0;16;1;|;-108,51;-131,89;14;2;12;0;|;-99,55;-132,82;19;2;17;0;|;-101,73;-133,28;10;0;10;0;|;-103,69;-133,04;18;3;15;0;|;-103,69;-131,43;4;0;4;0;|;-107,35;-131,04;13;1;12;0;|;-103,49;-131,25;13;1;12;0;|;-98,03;-130,62;27;1;26;0;|;-96,35;-131,3;47;7;38;2;|;-78,23;-131,52;733;114;598;21;|
jue. ago. 8 2019;-93,03;-132,5;43;8;35;0;|;-98,81;-132,02;53;8;45;0;|;-94,31;-132,18;57;8;49;0;|;-81,96;-130,09;52;9;41;2;|;-89,42;-128,83;46;10;34;2;|;-87,56;-129,6;52;13;34;5;|;-91,35;-129,93;49;9;39;1;|;-96,86;-130,73;58;19;37;2;|;-99,23;-130,87;45;15;27;3;|;-99,4;-129,61;14;2;11;1;|;-98,38;-130,34;18;3;15;0;|;-97,61;-126,92;14;2;11;1;|;-98,27;-126,44;14;3;10;1;|;-103,88;-132,14;15;2;13;0;|;-106,95;-132,4;10;0;10;0;|;-96,18;-131,71;16;2;14;0;|;-90,05;-132,74;9;0;9;0;|;-102;-131,53;13;2;11;0;|;-113,72;-132;8;1;7;0;|;-96,59;-131,24;9;1;8;0;|;-91,71;-130,69;7;2;3;2;|;-91,71;-130,11;20;3;16;1;|;-101,23;-128,09;24;2;22;0;|;-89,46;-127,01;36;6;30;0;|;-81,96;-130,4;682;130;531;21;|
vie. ago. 9 2019;-91,45;-132,13;46;4;42;0;|;-101,37;-132,5;61;8;52;1;|;-99,45;-133,75;46;11;34;1;|;-102,81;-133,16;44;6;38;0;|;-103,83;-132,5;51;9;41;1;|;-98,58;-132,18;41;13;28;0;|;-96,76;-131,45;57;12;44;1;|;-94,22;-130,83;30;7;23;0;|;-97,29;-130,33;41;8;28;5;|;-96,75;-133,06;50;8;39;3;|;-99,33;-132,48;28;4;24;0;|;-93,89;-131;30;5;22;3;|;-82,81;-126,83;8;2;6;0;|;-97,79;-125,95;6;1;5;0;|;-95,82;-130,06;15;4;11;0;|;-100,06;-132,16;17;1;14;2;|;-99,62;-132,08;12;3;9;0;|;-99,14;-132,51;9;2;6;1;|;-93,33;-131,84;14;3;11;0;|;-102,5;-128,09;9;1;8;0;|;-105,33;-129,6;8;2;6;0;|;-96,3;-130,18;23;1;22;0;|;-89,37;-131,08;38;8;30;0;|;-94,58;-133,32;49;7;40;2;|;-82,81;-131,21;733;130;583;20;|
sáb. ago. 10 2019;-93,2;-131,97;49;6;43;0;|;-93,2;-131,97;43;6;37;0;|;-95,17;-131,79;37;9;28;0;|;-89,87;-130,61;41;4;37;0;|;-92,3;-130,91;31;3;28;0;|;-101,65;-131,32;42;12;30;0;|;-97,42;-130,42;45;8;36;1;|;-94,72;-129,46;24;8;15;1;|;-92,1;-129,66;45;5;38;2;|;-97,84;-132,79;34;3;30;1;|;-95,11;-131,89;34;6;25;3;|;-93,44;-130,41;27;5;20;2;|;-100,68;-126,44;8;1;7;0;|;-96,74;-128,18;20;1;17;2;|;-92,01;-129,19;14;3;11;0;|;-92,91;-131,21;15;4;9;2;|;-107,65;-133,38;8;2;6;0;|;-100,13;-133,55;12;0;12;0;|;-89,76;-132,42;19;2;17;0;|;-98,68;-131,63;8;1;7;0;|;-103,74;-127,22;7;2;5;0;|;-99,77;-130,12;17;1;15;1;|;-94,71;-131,41;36;6;29;1;|;-90,79;-132,29;36;8;27;1;|;-89,76;-130,84;652;106;529;17;|
dom. ago. 11 2019;-99,04;-132,47;63;12;49;2;|;-85,31;-132,57;69;14;52;3;|;-95,25;-131,59;53;12;38;3;|;-94,54;-132,19;48;7;38;3;|;-100,36;-131,33;42;8;34;0;|;-96,29;-131,47;45;11;34;0;|;-101,67;-130,83;32;5;26;1;|;-93,45;-129,86;35;13;21;1;|;-94,03;-131,84;60;15;44;1;|;-86,82;-131,04;53;15;35;3;|;-102,88;-132,95;39;6;31;2;|;-89,79;-131,85;30;7;21;2;|;-89,44;-132,64;23;4;19;0;|;-107,87;-130,66;17;1;16;0;|;-95,23;-130,43;11;1;10;0;|;-98,26;-130,49;4;1;3;0;|;-96,06;-126,01;7;1;6;0;|;-90,43;-127,1;10;3;6;1;|;-86,64;-128,4;5;1;4;0;|;-100,43;-132,21;9;0;9;0;|;-94,57;-131,07;16;3;13;0;|;-100,75;-129,87;20;5;15;0;|;-99,4;-130,49;23;4;17;2;|;-83,7;-130,23;43;12;29;2;|;-83,7;-130,82;757;161;570;26;|
lun. ago. 12 2019;-100,39;-131,32;35;7;26;2;|;-102,44;-131,16;33;7;22;4;|;-98,84;-130,66;43;10;33;0;|;-104,3;-130,89;34;7;23;4;|;-100,86;-130,51;47;12;33;2;|;-102,12;-130,79;35;11;22;2;|;-97,43;-129,33;53;11;42;0;|;-94,6;-128,5;45;20;24;1;|;-92,19;-129,32;56;20;35;1;|;-93,96;-129,53;49;12;34;3;|;-90,31;-130,66;32;8;24;0;|;-90,31;-129,84;43;11;31;1;|;-100,37;-130,87;15;4;11;0;|;-94,01;-130,62;16;2;14;0;|;-86,02;-132,21;17;3;14;0;|;-94,35;-132,02;20;1;19;0;|;-92,93;-132,02;10;1;9;0;|;-99,42;-131,81;11;2;9;0;|;-102,02;-132,16;18;3;14;1;|;-96,82;-130,75;16;2;13;1;|;-94,66;-130,32;12;2;10;0;|;-96,4;-130,92;29;7;22;0;|;-86,84;-129,26;36;6;28;2;|;-92,11;-130,21;36;12;24;0;|;-86,02;-130,65;741;181;536;24;|
mar. ago. 13 2019;-94,43;-130,62;54;24;27;3;|;-85,11;-130,71;60;16;37;7;|;-90,98;-130,2;39;8;30;1;|;-86,26;-129,56;54;15;37;2;|;-94,55;-129,77;57;20;34;3;|;-93,37;-130,11;64;23;38;3;|;-94,92;-130,6;54;23;29;2;|;-91,83;-129,23;71;29;38;4;|;-93,3;-128,72;53;21;25;7;|;-86,78;-129,78;58;17;35;6;|;-88,89;-130,74;48;12;34;2;|;-94,4;-131,65;50;12;34;4;|;-93,47;-131,05;39;13;22;4;|;-94,03;-130,43;28;3;25;0;|;-77,59;-124,79;23;4;16;3;|;-86,78;-126,43;4;1;2;1;|;-100,54;-131,41;11;1;10;0;|;-101,54;-133,19;16;2;14;0;|;-94,29;-133,03;11;1;10;0;|;-92,05;-131,67;19;5;13;1;|;-86,2;-128,48;21;4;16;1;|;-95,12;-133,36;30;6;23;1;|;-90,01;-131,46;33;6;25;2;|;-90,01;-131,39;54;12;33;9;|;-77,59;-130,35;951;278;607;66;|
mié. ago. 14 2019;-95,02;-130,74;51;11;38;2;|;-99,59;-131,9;41;5;35;1;|;-94,39;-131,09;48;10;36;2;|;-95,39;-130,93;40;10;28;2;|;-86,52;-130,12;32;5;25;2;|;-95;-130,27;67;18;42;7;|;-97,25;-129,28;42;19;21;2;|;-89,92;-128,28;65;23;37;5;|;-92,91;-131,39;84;31;51;2;|;-81,84;-130,02;88;27;55;6;|;-97,1;-131,97;54;11;38;5;|;-89,66;-127,37;44;15;25;4;|;-86,17;-129,83;26;7;19;0;|;-105,1;-130,19;17;4;13;0;|;-98,35;-130,79;25;4;21;0;|;-104,28;-132,69;22;1;21;0;|;-90,14;-132,71;10;3;6;1;|;-95,72;-132;16;2;14;0;|;-102,26;-132,89;16;1;15;0;|;-100,25;-131,72;13;0;13;0;|;-102,46;-131,46;7;0;7;0;|;-85,31;-129,54;16;4;11;1;|;-92,87;-127,85;15;3;12;0;|;-100,92;-129,42;39;4;34;1;|;-81,84;-130,6;878;218;617;43;|
jue. ago. 15 2019;-86,89;-131,33;41;7;33;1;|;-101,98;-133,83;45;3;42;0;|;-103,57;-133,52;51;7;44;0;|;-88,1;-132,27;37;4;33;0;|;-88,48;-130,11;42;8;34;0;|;-98,89;-131,22;45;6;39;0;|;-101,75;-131,07;41;9;32;0;|;-92,93;-132,02;31;7;24;0;|;-90,25;-132,77;38;3;35;0;|;-94,71;-126,35;21;2;19;0;|;-86,34;-129,42;25;6;19;0;|;-88,45;-130,93;20;1;19;0;|;-96,73;-130,46;18;4;14;0;|;-100,43;-130,15;12;1;11;0;|;-97,4;-131,04;13;3;10;0;|;-106,96;-133,13;15;2;13;0;|;-114,52;-133,62;9;0;9;0;|;-80,9;-128,79;13;1;11;1;|;-97,57;-132,38;13;2;11;0;|;-94,79;-130,95;6;1;5;0;|;-94,79;-130,95;5;2;3;0;|;-106,86;-131;9;1;7;1;|;-95,55;-132,01;17;2;14;1;|;-105,88;-127,21;23;3;20;0;|;-80,9;-131,11;590;85;501;4;|
vie. ago. 16 2019;-99,05;-129,27;21;2;19;0;|;-99,18;-132,59;30;4;26;0;|;-104,63;-134,26;34;3;31;0;|;-86,78;-133,25;33;5;28;0;|;-92,82;-132,56;28;2;25;1;|;-99,67;-133,67;33;4;28;1;|;-90,62;-131,16;37;11;24;2;|;-99,16;-132,61;45;5;39;1;|;-95,05;-131,43;35;5;30;0;|;-88,9;-126,91;20;3;16;1;|;-91,94;-132,12;29;0;27;2;|;-98,62;-131,35;30;6;24;0;|;-103,25;-131,76;18;1;15;2;|;-111,8;-132,21;9;2;7;0;|;-104,08;-132,69;13;7;6;0;|;-97,88;-133,19;12;1;11;0;|;-108,06;-132,19;8;1;7;0;|;-96,23;-132,19;7;2;5;0;|;-111,37;-133,59;10;1;9;0;|;-92,27;-131,52;11;1;10;0;|;-110,18;-132,03;8;1;7;0;|;-105,62;-131,21;18;1;16;1;|;-102,89;-131,22;18;1;17;0;|;-81,98;-126,34;19;5;14;0;|;-81,98;-131,72;526;74;441;11;|
sáb. ago. 17 2019;-96,5;-129,81;21;4;17;0;|;-99,95;-127,39;15;0;15;0;|;-96,83;-129,83;27;2;25;0;|;-94,23;-131,65;29;3;26;0;|;-94,22;-132,69;37;9;28;0;|;-91,76;-128,89;30;4;25;1;|;-88,56;-131,28;25;5;20;0;|;-95,45;-131,84;25;4;21;0;|;-91,49;-127,33;12;3;9;0;|;-100,42;-131,9;27;2;25;0;|;-94,97;-131,91;25;5;20;0;|;-106,9;-132,34;15;1;13;1;|;-107,01;-131,89;18;1;16;1;|;-111,64;-130,61;9;1;8;0;|;-102,78;-130,74;11;0;11;0;|;-105,68;-132,64;12;1;11;0;|;-97,9;-133,09;10;2;8;0;|;-107,81;-133,84;8;0;8;0;|;-94,34;-133,55;18;3;15;0;|;-101,16;-135,05;9;3;6;0;|;-101,73;-133,67;14;1;13;0;|;-100,5;-132,83;20;1;19;0;|;-103,33;-132,29;21;2;19;0;|;-96,63;-131,95;20;3;16;1;|;-88,56;-131,62;458;60;394;4;|
dom. ago. 18 2019;-100,35;-130,27;17;1;16;0;|;-88,86;-127,58;25;6;19;0;|;-96,48;-130,98;30;4;25;1;|;-96,64;-132,16;16;4;12;0;|;-96,09;-132,82;30;4;25;1;|;-96,94;-132,28;35;5;28;2;|;-87,51;-131,73;29;4;25;0;|;-98,38;-132,51;26;7;19;0;|;-102,19;-129,56;16;2;14;0;|;-96,49;-127,52;19;4;15;0;|;-92,04;-130,22;24;4;20;0;|;-106,9;-131,59;18;1;17;0;|;-101,72;-131,3;13;3;10;0;|;-94,61;-131,45;16;2;14;0;|;-109,44;-132,57;8;1;7;0;|;-102,54;-132,6;11;1;10;0;|;-108,84;-132,63;9;1;8;0;|;-113,79;-133,57;8;0;8;0;|;-104,81;-133,47;9;2;7;0;|;-108,89;-132,25;6;1;5;0;|;-109,37;-132,76;8;0;8;0;|;-102,29;-127,39;14;2;12;0;|;-106,16;-127,41;7;0;7;0;|;-99,87;-128,75;18;2;16;0;|;-87,51;-131,06;412;61;347;4;|
