"Rate ID";"User ID";"Obs Session ID";"Start Date";"End Date";Ra;Decl;Teff;F;Lm;Shower;Method;Number
946696;210;78458;"2019-03-22 18:40:00";"2019-03-22 19:34:00";90.0000;50.0000;0.9000;1.0000;6.44;ANT;C;1
946697;210;78458;"2019-03-22 18:40:00";"2019-03-22 19:34:00";90.0000;50.0000;0.9000;1.0000;6.44;SPO;C;6
946692;9938;78457;"2019-03-22 18:50:00";"2019-03-22 19:35:00";105.0000;35.0000;0.7500;1.0000;3.5;ANT;C;0
946693;9938;78457;"2019-03-22 18:50:00";"2019-03-22 19:35:00";105.0000;35.0000;0.7500;1.0000;3.5;SPO;C;0
946694;9938;78457;"2019-03-22 20:15:00";"2019-03-22 20:40:00";120.0000;25.0000;0.4167;1.0000;3;ANT;C;1
946695;9938;78457;"2019-03-22 20:15:00";"2019-03-22 20:40:00";120.0000;25.0000;0.4167;1.0000;3;SPO;C;0
946719;7956;78466;"2019-03-24 09:00:00";"2019-03-24 10:00:00";150.0000;-45.0000;0.9800;1.0000;6.55;GNO;C;0
946720;7956;78466;"2019-03-24 09:00:00";"2019-03-24 10:00:00";150.0000;-45.0000;0.9800;1.0000;6.55;ANT;C;1
946721;7956;78466;"2019-03-24 09:00:00";"2019-03-24 10:00:00";150.0000;-45.0000;0.9800;1.0000;6.55;SPO;C;7
946722;7956;78466;"2019-03-24 10:00:00";"2019-03-24 10:30:00";165.0000;-45.0000;0.4800;1.0000;6.55;GNO;C;0
946723;7956;78466;"2019-03-24 10:00:00";"2019-03-24 10:30:00";165.0000;-45.0000;0.4800;1.0000;6.55;ANT;C;0
946724;7956;78466;"2019-03-24 10:00:00";"2019-03-24 10:30:00";165.0000;-45.0000;0.4800;1.0000;6.55;SPO;C;1
946703;210;78461;"2019-03-24 18:55:00";"2019-03-24 19:55:00";80.0000;50.0000;1.0000;1.0000;6.6;ANT;C;1
946704;210;78461;"2019-03-24 18:55:00";"2019-03-24 19:55:00";80.0000;50.0000;1.0000;1.0000;6.6;SPO;C;8
946705;210;78461;"2019-03-24 19:55:00";"2019-03-24 21:31:00";100.0000;40.0000;1.6000;1.0000;6.6;ANT;C;2
946706;210;78461;"2019-03-24 19:55:00";"2019-03-24 21:31:00";100.0000;40.0000;1.6000;1.0000;6.6;SPO;C;14
946698;214;78459;"2019-03-24 20:40:00";"2019-03-24 21:40:00";150.0000;20.0000;1.0000;1.0500;6.16;ANT;C;0
946699;214;78459;"2019-03-24 20:40:00";"2019-03-24 21:40:00";150.0000;20.0000;1.0000;1.0500;6.16;SPO;C;6
946700;214;78459;"2019-03-24 21:40:00";"2019-03-24 22:35:00";165.0000;20.0000;0.9167;1.0700;6.17;ANT;C;0
946701;214;78459;"2019-03-24 21:40:00";"2019-03-24 22:35:00";165.0000;20.0000;0.9167;1.0700;6.17;SPO;C;4
946702;9938;78460;"2019-03-24 21:50:00";"2019-03-24 22:23:00";105.0000;40.0000;0.5500;1.0000;5.5;SPO;C;1
946711;7168;78464;"2019-03-24 22:40:00";"2019-03-24 23:00:00";120.0000;-50.0000;0.3330;1.2500;5;ANT;C;0
946712;7168;78464;"2019-03-24 22:40:00";"2019-03-24 23:00:00";120.0000;-50.0000;0.3330;1.2500;5;SPO;C;1
946713;7168;78464;"2019-03-24 23:45:00";"2019-03-25 01:00:00";130.0000;-50.0000;2.2500;1.2500;5.2;ANT;C;1
946714;7168;78464;"2019-03-24 23:45:00";"2019-03-25 01:00:00";130.0000;-50.0000;2.2500;1.2500;5.2;SPO;C;0
946725;7466;78467;"2019-03-25 17:00:00";"2019-03-25 17:30:00";240.0000;-50.0000;0.5000;1.1100;4;GNO;C;0
946726;7466;78467;"2019-03-25 17:00:00";"2019-03-25 17:30:00";240.0000;-50.0000;0.5000;1.1100;4;SPO;C;1
946715;210;78465;"2019-03-25 20:50:00";"2019-03-25 21:50:00";100.0000;40.0000;1.0000;1.0000;6.68;ANT;C;2
946716;210;78465;"2019-03-25 20:50:00";"2019-03-25 21:50:00";100.0000;40.0000;1.0000;1.0000;6.68;SPO;C;8
946717;210;78465;"2019-03-25 21:50:00";"2019-03-25 23:08:00";110.0000;50.0000;1.3000;1.0000;6.68;ANT;C;2
946718;210;78465;"2019-03-25 21:50:00";"2019-03-25 23:08:00";110.0000;50.0000;1.3000;1.0000;6.68;SPO;C;12
946707;82;78462;"2019-03-25 22:00:00";"2019-03-26 00:10:00";170.0000;25.0000;2.1600;1.0000;6.28;ANT;R;5
946708;82;78462;"2019-03-25 22:00:00";"2019-03-26 00:10:00";170.0000;25.0000;2.1600;1.0000;6.28;SPO;R;10
946774;49;78477;"2019-03-29 21:45:00";"2019-03-29 23:45:00";190.0000;60.0000;2.0000;1.0000;6.16;ANT;C;5
946775;49;78477;"2019-03-29 21:45:00";"2019-03-29 23:45:00";190.0000;60.0000;2.0000;1.0000;6.16;SPO;C;10
946736;82;78469;"2019-03-30 00:20:00";"2019-03-30 01:26:00";210.0000;25.0000;1.1000;1.0000;6.18;ANT;R;3
946737;82;78469;"2019-03-30 00:20:00";"2019-03-30 01:26:00";210.0000;25.0000;1.1000;1.0000;6.18;SPO;R;5
946738;82;78469;"2019-03-30 01:26:00";"2019-03-30 02:32:00";220.0000;25.0000;1.1000;1.0000;6.21;ANT;R;1
946739;82;78469;"2019-03-30 01:26:00";"2019-03-30 02:32:00";220.0000;25.0000;1.1000;1.0000;6.21;SPO;R;11
946843;7956;78495;"2019-03-30 10:35:00";"2019-03-30 11:35:00";180.0000;-45.0000;0.9700;1.0500;6.4;ANT;C;2
946844;7956;78495;"2019-03-30 10:35:00";"2019-03-30 11:35:00";180.0000;-45.0000;0.9700;1.0500;6.4;GNO;C;1
946845;7956;78495;"2019-03-30 10:35:00";"2019-03-30 11:35:00";180.0000;-45.0000;0.9700;1.0500;6.4;SPO;C;7
946873;6700;78498;"2019-03-30 10:35:00";"2019-03-30 11:35:00";180.0000;-45.0000;1.0000;1.0200;6;ANT;C;1
946874;6700;78498;"2019-03-30 10:35:00";"2019-03-30 11:35:00";180.0000;-45.0000;1.0000;1.0200;6;GNO;C;0
946875;6700;78498;"2019-03-30 10:35:00";"2019-03-30 11:35:00";180.0000;-45.0000;1.0000;1.0200;6;SPO;C;3
946846;7956;78495;"2019-03-30 12:50:00";"2019-03-30 13:50:00";220.0000;-45.0000;0.9700;1.0000;6.55;ANT;C;0
946847;7956;78495;"2019-03-30 12:50:00";"2019-03-30 13:50:00";220.0000;-45.0000;0.9700;1.0000;6.55;GNO;C;0
946848;7956;78495;"2019-03-30 12:50:00";"2019-03-30 13:50:00";220.0000;-45.0000;0.9700;1.0000;6.55;SPO;C;11
946867;7957;78497;"2019-03-30 12:50:00";"2019-03-30 13:50:00";195.0000;-60.0000;0.9800;1.0000;6.6;ANT;C;0
946868;7957;78497;"2019-03-30 12:50:00";"2019-03-30 13:50:00";195.0000;-60.0000;0.9800;1.0000;6.6;GNO;C;1
946869;7957;78497;"2019-03-30 12:50:00";"2019-03-30 13:50:00";195.0000;-60.0000;0.9800;1.0000;6.6;SPO;C;12
946849;7956;78495;"2019-03-30 14:00:00";"2019-03-30 15:00:00";236.0000;-45.0000;1.0000;1.0000;6.6;ANT;C;0
946850;7956;78495;"2019-03-30 14:00:00";"2019-03-30 15:00:00";236.0000;-45.0000;1.0000;1.0000;6.6;GNO;C;2
946851;7956;78495;"2019-03-30 14:00:00";"2019-03-30 15:00:00";236.0000;-45.0000;1.0000;1.0000;6.6;SPO;C;12
946870;7957;78497;"2019-03-30 14:00:00";"2019-03-30 15:00:00";212.0000;-60.0000;1.0000;1.0000;6.65;ANT;C;0
946871;7957;78497;"2019-03-30 14:00:00";"2019-03-30 15:00:00";212.0000;-60.0000;1.0000;1.0000;6.65;GNO;C;2
946872;7957;78497;"2019-03-30 14:00:00";"2019-03-30 15:00:00";212.0000;-60.0000;1.0000;1.0000;6.65;SPO;C;14
946727;7466;78468;"2019-03-30 16:30:00";"2019-03-30 17:00:00";255.0000;-50.0000;0.5000;1.0000;6;ANT;C;0
946728;7466;78468;"2019-03-30 16:30:00";"2019-03-30 17:00:00";255.0000;-50.0000;0.5000;1.0000;6;GNO;C;1
946729;7466;78468;"2019-03-30 16:30:00";"2019-03-30 17:00:00";255.0000;-50.0000;0.5000;1.0000;6;SPO;C;2
946730;7466;78468;"2019-03-30 17:00:00";"2019-03-30 17:30:00";255.0000;-50.0000;0.5000;1.0000;6;ANT;C;0
946731;7466;78468;"2019-03-30 17:00:00";"2019-03-30 17:30:00";255.0000;-50.0000;0.5000;1.0000;6;GNO;C;0
946732;7466;78468;"2019-03-30 17:00:00";"2019-03-30 17:30:00";255.0000;-50.0000;0.5000;1.0000;6;SPO;C;2
946733;7466;78468;"2019-03-30 17:30:00";"2019-03-30 18:00:00";225.0000;-40.0000;0.5000;1.0000;6;ANT;C;0
946734;7466;78468;"2019-03-30 17:30:00";"2019-03-30 18:00:00";225.0000;-40.0000;0.5000;1.0000;6;GNO;C;0
946735;7466;78468;"2019-03-30 17:30:00";"2019-03-30 18:00:00";225.0000;-40.0000;0.5000;1.0000;6;SPO;C;5
947246;7241;78563;"2019-03-30 19:17:00";"2019-03-30 20:22:00";195.0000;45.0000;1.0833;1.0000;5.72;ANT;C;2
947247;7241;78563;"2019-03-30 19:17:00";"2019-03-30 20:22:00";195.0000;45.0000;1.0833;1.0000;5.72;SPO;C;7
946776;49;78478;"2019-03-30 19:50:00";"2019-03-30 21:20:00";150.0000;60.0000;1.5000;1.0000;6.18;ANT;C;3
946777;49;78478;"2019-03-30 19:50:00";"2019-03-30 21:20:00";150.0000;60.0000;1.5000;1.0000;6.18;SPO;C;9
946760;7168;78474;"2019-03-30 22:15:00";"2019-03-30 23:00:00";110.0000;-40.0000;0.7500;1.2500;5;ANT;C;0
946761;7168;78474;"2019-03-30 22:15:00";"2019-03-30 23:00:00";110.0000;-40.0000;0.7500;1.2500;5;SPO;C;2
946762;7168;78474;"2019-03-30 23:00:00";"2019-03-30 23:15:00";110.0000;-40.0000;0.2500;1.2500;5;ANT;C;0
946763;7168;78474;"2019-03-30 23:00:00";"2019-03-30 23:15:00";110.0000;-40.0000;0.2500;1.2500;5;SPO;C;2
946740;82;78470;"2019-03-30 23:20:00";"2019-03-31 00:20:00";190.0000;25.0000;1.0000;1.0000;6.18;ANT;R;1
946741;82;78470;"2019-03-30 23:20:00";"2019-03-31 00:20:00";190.0000;25.0000;1.0000;1.0000;6.18;SPO;R;5
946764;7168;78474;"2019-03-30 23:30:00";"2019-03-30 23:59:00";140.0000;-50.0000;0.4830;1.2500;5;ANT;C;1
946765;7168;78474;"2019-03-30 23:30:00";"2019-03-30 23:59:00";140.0000;-50.0000;0.4830;1.2500;5;SPO;C;0
946742;82;78470;"2019-03-31 00:20:00";"2019-03-31 01:20:00";200.0000;25.0000;1.0000;1.0000;6.18;ANT;R;4
946743;82;78470;"2019-03-31 00:20:00";"2019-03-31 01:20:00";200.0000;25.0000;1.0000;1.0000;6.18;SPO;R;5
946852;7956;78496;"2019-03-31 08:55:00";"2019-03-31 09:55:00";150.0000;-46.0000;1.0000;1.0000;6.5;ANT;C;0
946853;7956;78496;"2019-03-31 08:55:00";"2019-03-31 09:55:00";150.0000;-46.0000;1.0000;1.0000;6.5;U439;C;0
946854;7956;78496;"2019-03-31 08:55:00";"2019-03-31 09:55:00";150.0000;-46.0000;1.0000;1.0000;6.5;SPO;C;4
946880;7957;78500;"2019-03-31 08:55:00";"2019-03-31 09:55:00";125.0000;-60.0000;1.0000;1.0000;6.55;ANT;C;0
946881;7957;78500;"2019-03-31 08:55:00";"2019-03-31 09:55:00";125.0000;-60.0000;1.0000;1.0000;6.55;SPO;C;6
946855;7956;78496;"2019-03-31 10:00:00";"2019-03-31 11:00:00";165.0000;-46.0000;1.0000;1.0000;6.6;ANT;C;0
946856;7956;78496;"2019-03-31 10:00:00";"2019-03-31 11:00:00";165.0000;-46.0000;1.0000;1.0000;6.6;U439;C;0
946857;7956;78496;"2019-03-31 10:00:00";"2019-03-31 11:00:00";165.0000;-46.0000;1.0000;1.0000;6.6;SPO;C;4
946882;7957;78500;"2019-03-31 10:00:00";"2019-03-31 11:00:00";141.0000;-60.0000;1.0000;1.0000;6.6;ANT;C;0
946883;7957;78500;"2019-03-31 10:00:00";"2019-03-31 11:00:00";141.0000;-60.0000;1.0000;1.0000;6.6;SPO;C;4
946858;7956;78496;"2019-03-31 12:40:00";"2019-03-31 13:40:00";190.0000;-46.0000;1.0000;1.0000;6.6;ANT;C;1
946859;7956;78496;"2019-03-31 12:40:00";"2019-03-31 13:40:00";190.0000;-46.0000;1.0000;1.0000;6.6;U439;C;1
946860;7956;78496;"2019-03-31 12:40:00";"2019-03-31 13:40:00";190.0000;-46.0000;1.0000;1.0000;6.6;SPO;C;9
946876;6700;78499;"2019-03-31 12:55:00";"2019-03-31 13:40:00";190.0000;-50.0000;0.7500;1.0000;6.1;ANT;C;0
946877;6700;78499;"2019-03-31 12:55:00";"2019-03-31 13:40:00";190.0000;-50.0000;0.7500;1.0000;6.1;SPO;C;1
946861;7956;78496;"2019-03-31 13:40:00";"2019-03-31 14:40:00";205.0000;-46.0000;1.0000;1.0000;6.6;ANT;C;1
946862;7956;78496;"2019-03-31 13:40:00";"2019-03-31 14:40:00";205.0000;-46.0000;1.0000;1.0000;6.6;U439;C;1
946863;7956;78496;"2019-03-31 13:40:00";"2019-03-31 14:40:00";205.0000;-46.0000;1.0000;1.0000;6.6;SPO;C;5
946878;6700;78499;"2019-03-31 13:40:00";"2019-03-31 14:40:00";205.0000;-50.0000;1.0000;1.0000;6.1;ANT;C;1
946879;6700;78499;"2019-03-31 13:40:00";"2019-03-31 14:40:00";205.0000;-50.0000;1.0000;1.0000;6.1;SPO;C;3
946864;7956;78496;"2019-03-31 15:50:00";"2019-03-31 16:50:00";235.0000;-46.0000;0.9500;1.0000;6.6;ANT;C;1
946865;7956;78496;"2019-03-31 15:50:00";"2019-03-31 16:50:00";235.0000;-46.0000;0.9500;1.0000;6.6;U439;C;0
946866;7956;78496;"2019-03-31 15:50:00";"2019-03-31 16:50:00";235.0000;-46.0000;0.9500;1.0000;6.6;SPO;C;10
946748;7466;78472;"2019-03-31 17:15:00";"2019-03-31 17:35:00";300.0000;-60.0000;0.3333;1.1100;5;ANT;C;0
946749;7466;78472;"2019-03-31 17:15:00";"2019-03-31 17:35:00";300.0000;-60.0000;0.3333;1.1100;5;SPO;C;2
946750;7466;78472;"2019-03-31 17:35:00";"2019-03-31 18:00:00";240.0000;-30.0000;0.4167;1.1100;5;ANT;C;1
946751;7466;78472;"2019-03-31 17:35:00";"2019-03-31 18:00:00";240.0000;-30.0000;0.4167;1.1100;5;SPO;C;3
946766;210;78475;"2019-03-31 22:30:00";"2019-03-31 23:45:00";150.0000;50.0000;1.2500;1.0000;6.65;ANT;C;2
946767;210;78475;"2019-03-31 22:30:00";"2019-03-31 23:45:00";150.0000;50.0000;1.2500;1.0000;6.65;SPO;C;9
946768;210;78475;"2019-03-31 23:45:00";"2019-04-01 01:00:00";160.0000;50.0000;1.2500;1.0000;6.65;ANT;C;4
946769;210;78475;"2019-03-31 23:45:00";"2019-04-01 01:00:00";160.0000;50.0000;1.2500;1.0000;6.65;SPO;C;11
946744;82;78471;"2019-03-31 23:58:00";"2019-04-01 01:04:00";205.0000;25.0000;1.1000;1.0000;6.38;ANT;R;0
946745;82;78471;"2019-03-31 23:58:00";"2019-04-01 01:04:00";205.0000;25.0000;1.1000;1.0000;6.38;SPO;R;8
946752;214;78473;"2019-04-01 00:06:00";"2019-04-01 01:06:00";215.0000;20.0000;1.0000;1.0000;6.36;ANT;C;2
946753;214;78473;"2019-04-01 00:06:00";"2019-04-01 01:06:00";215.0000;20.0000;1.0000;1.0000;6.36;SPO;C;8
946746;82;78471;"2019-04-01 01:04:00";"2019-04-01 02:10:00";220.0000;25.0000;1.1000;1.0000;6.38;ANT;R;3
946747;82;78471;"2019-04-01 01:04:00";"2019-04-01 02:10:00";220.0000;25.0000;1.1000;1.0000;6.38;SPO;R;8
946754;214;78473;"2019-04-01 01:06:00";"2019-04-01 02:06:00";230.0000;20.0000;1.0000;1.0000;6.38;ANT;C;1
946755;214;78473;"2019-04-01 01:06:00";"2019-04-01 02:06:00";230.0000;20.0000;1.0000;1.0000;6.38;SPO;C;5
946756;214;78473;"2019-04-01 02:06:00";"2019-04-01 03:07:00";245.0000;20.0000;1.0000;1.0000;6.38;ANT;C;1
946757;214;78473;"2019-04-01 02:06:00";"2019-04-01 03:07:00";245.0000;20.0000;1.0000;1.0000;6.38;SPO;C;10
946758;214;78473;"2019-04-01 03:07:00";"2019-04-01 03:37:00";250.0000;20.0000;0.5000;1.0000;6.31;ANT;C;0
946759;214;78473;"2019-04-01 03:07:00";"2019-04-01 03:37:00";250.0000;20.0000;0.5000;1.0000;6.31;SPO;C;4
946888;7956;78502;"2019-04-01 12:25:00";"2019-04-01 13:25:00";200.0000;-45.0000;0.9700;1.0700;6.5;ANT;C;2
946889;7956;78502;"2019-04-01 12:25:00";"2019-04-01 13:25:00";200.0000;-45.0000;0.9700;1.0700;6.5;SPO;C;7
946937;6700;78510;"2019-04-01 12:25:00";"2019-04-01 13:25:00";190.0000;-45.0000;1.0000;1.0000;6;ANT;C;1
946938;6700;78510;"2019-04-01 12:25:00";"2019-04-01 13:25:00";190.0000;-45.0000;1.0000;1.0000;6;SPO;C;0
946890;7956;78502;"2019-04-01 13:30:00";"2019-04-01 14:30:00";215.0000;-45.0000;1.0000;1.0700;6.55;ANT;C;2
946891;7956;78502;"2019-04-01 13:30:00";"2019-04-01 14:30:00";215.0000;-45.0000;1.0000;1.0700;6.55;SPO;C;9
946939;6700;78510;"2019-04-01 13:30:00";"2019-04-01 14:30:00";205.0000;-45.0000;0.8700;1.0000;6;ANT;C;1
946940;6700;78510;"2019-04-01 13:30:00";"2019-04-01 14:30:00";205.0000;-45.0000;0.8700;1.0000;6;SPO;C;2
946778;49;78479;"2019-04-01 19:50:00";"2019-04-01 21:50:00";90.0000;60.0000;2.0000;1.0000;6.3;ANT;C;4
946779;49;78479;"2019-04-01 19:50:00";"2019-04-01 21:50:00";90.0000;60.0000;2.0000;1.0000;6.3;SPO;C;13
946780;210;78480;"2019-04-01 19:50:00";"2019-04-01 20:50:00";100.0000;40.0000;1.0000;1.0000;6.6;ANT;C;1
946781;210;78480;"2019-04-01 19:50:00";"2019-04-01 20:50:00";100.0000;40.0000;1.0000;1.0000;6.6;SPO;C;8
946782;210;78480;"2019-04-01 20:50:00";"2019-04-01 21:50:00";110.0000;40.0000;1.0000;1.0000;6.6;ANT;C;2
946783;210;78480;"2019-04-01 20:50:00";"2019-04-01 21:50:00";110.0000;40.0000;1.0000;1.0000;6.6;SPO;C;9
947004;7168;78527;"2019-04-01 22:05:00";"2019-04-01 23:05:00";110.0000;-45.0000;1.0000;1.2500;5;SPO;C;1
946770;82;78476;"2019-04-02 00:42:00";"2019-04-02 01:45:00";210.0000;25.0000;1.0500;1.0000;6.36;ANT;R;4
946771;82;78476;"2019-04-02 00:42:00";"2019-04-02 01:45:00";210.0000;25.0000;1.0500;1.0000;6.36;SPO;R;3
946772;82;78476;"2019-04-02 01:45:00";"2019-04-02 02:48:00";230.0000;25.0000;1.0500;1.0000;6.37;ANT;R;2
946773;82;78476;"2019-04-02 01:45:00";"2019-04-02 02:48:00";230.0000;25.0000;1.0500;1.0000;6.37;SPO;R;8
946784;11678;78481;"2019-04-02 23:50:00";"2019-04-02 23:59:00";100.0000;-25.0000;0.1500;1.0000;4.69;ANT;C;1
946785;11678;78481;"2019-04-02 23:50:00";"2019-04-02 23:59:00";100.0000;-25.0000;0.1500;1.0000;4.69;SPO;C;0
946786;11678;78481;"2019-04-03 00:00:00";"2019-04-03 00:20:00";100.0000;-25.0000;0.3330;1.0000;4.69;ANT;C;0
946787;11678;78481;"2019-04-03 00:00:00";"2019-04-03 00:20:00";100.0000;-25.0000;0.3330;1.0000;4.69;SPO;C;0
946788;11678;78481;"2019-04-03 00:20:00";"2019-04-03 01:05:00";180.0000;-20.0000;0.7500;1.3300;4.39;ANT;C;0
946789;11678;78481;"2019-04-03 00:20:00";"2019-04-03 01:05:00";180.0000;-20.0000;0.7500;1.3300;4.39;SPO;C;0
946892;7956;78503;"2019-04-03 13:30:00";"2019-04-03 14:30:00";215.0000;-45.0000;0.9700;1.0000;6.6;ANT;C;2
946893;7956;78503;"2019-04-03 13:30:00";"2019-04-03 14:30:00";215.0000;-45.0000;0.9700;1.0000;6.6;SPO;C;8
946941;6700;78511;"2019-04-03 13:30:00";"2019-04-03 14:30:00";210.0000;-45.0000;1.0000;1.0000;6.1;ANT;C;0
946942;6700;78511;"2019-04-03 13:30:00";"2019-04-03 14:30:00";210.0000;-45.0000;1.0000;1.0000;6.1;SPO;C;2
946894;7956;78503;"2019-04-03 14:30:00";"2019-04-03 15:30:00";230.0000;-45.0000;1.0000;1.0000;6.6;ANT;C;3
946895;7956;78503;"2019-04-03 14:30:00";"2019-04-03 15:30:00";230.0000;-45.0000;1.0000;1.0000;6.6;SPO;C;3
946943;6700;78511;"2019-04-03 14:30:00";"2019-04-03 15:30:00";225.0000;-45.0000;1.0000;1.0000;6.1;ANT;C;1
946944;6700;78511;"2019-04-03 14:30:00";"2019-04-03 15:30:00";225.0000;-45.0000;1.0000;1.0000;6.1;SPO;C;0
946790;82;78482;"2019-04-04 00:45:00";"2019-04-04 01:45:00";210.0000;25.0000;1.0000;1.0000;6.2;ANT;R;2
946791;82;78482;"2019-04-04 00:45:00";"2019-04-04 01:45:00";210.0000;25.0000;1.0000;1.0000;6.2;SPO;R;5
946792;82;78482;"2019-04-04 01:45:00";"2019-04-04 02:50:00";220.0000;25.0000;1.0833;1.0000;6.24;ANT;R;1
946793;82;78482;"2019-04-04 01:45:00";"2019-04-04 02:50:00";220.0000;25.0000;1.0833;1.0000;6.24;SPO;R;6
946896;7956;78504;"2019-04-04 11:45:00";"2019-04-04 12:45:00";190.0000;-50.0000;0.9500;1.0000;6.6;ANT;C;2
946897;7956;78504;"2019-04-04 11:45:00";"2019-04-04 12:45:00";190.0000;-50.0000;0.9500;1.0000;6.6;U440;C;1
946898;7956;78504;"2019-04-04 11:45:00";"2019-04-04 12:45:00";190.0000;-50.0000;0.9500;1.0000;6.6;SPO;C;7
946899;7956;78504;"2019-04-04 12:45:00";"2019-04-04 13:45:00";205.0000;-50.0000;1.0000;1.0000;6.6;ANT;C;1
946900;7956;78504;"2019-04-04 12:45:00";"2019-04-04 13:45:00";205.0000;-50.0000;1.0000;1.0000;6.6;U440;C;0
946901;7956;78504;"2019-04-04 12:45:00";"2019-04-04 13:45:00";205.0000;-50.0000;1.0000;1.0000;6.6;SPO;C;5
946902;7956;78504;"2019-04-04 14:00:00";"2019-04-04 15:00:00";225.0000;-50.0000;1.0000;1.0000;6.7;ANT;C;0
946903;7956;78504;"2019-04-04 14:00:00";"2019-04-04 15:00:00";225.0000;-50.0000;1.0000;1.0000;6.7;U440;C;2
946904;7956;78504;"2019-04-04 14:00:00";"2019-04-04 15:00:00";225.0000;-50.0000;1.0000;1.0000;6.7;SPO;C;9
946905;7956;78504;"2019-04-04 15:00:00";"2019-04-04 16:00:00";240.0000;-50.0000;0.9700;1.0000;6.7;ANT;C;0
946906;7956;78504;"2019-04-04 15:00:00";"2019-04-04 16:00:00";240.0000;-50.0000;0.9700;1.0000;6.7;U440;C;3
946907;7956;78504;"2019-04-04 15:00:00";"2019-04-04 16:00:00";240.0000;-50.0000;0.9700;1.0000;6.7;SPO;C;12
946796;210;78484;"2019-04-05 00:20:00";"2019-04-05 01:20:00";150.0000;40.0000;1.0000;1.0000;6.52;ANT;C;1
946797;210;78484;"2019-04-05 00:20:00";"2019-04-05 01:20:00";150.0000;40.0000;1.0000;1.0000;6.52;SPO;C;7
946794;82;78483;"2019-04-05 00:30:00";"2019-04-05 02:20:00";210.0000;25.0000;1.8333;1.0000;6.22;ANT;R;3
946795;82;78483;"2019-04-05 00:30:00";"2019-04-05 02:20:00";210.0000;25.0000;1.8333;1.0000;6.22;SPO;R;9
946798;210;78484;"2019-04-05 01:20:00";"2019-04-05 02:44:00";180.0000;50.0000;1.4000;1.0000;6.52;ANT;C;5
946799;210;78484;"2019-04-05 01:20:00";"2019-04-05 02:44:00";180.0000;50.0000;1.4000;1.0000;6.52;SPO;C;10
946908;7956;78505;"2019-04-05 12:45:00";"2019-04-05 13:45:00";210.0000;-45.0000;1.0000;1.0000;6.7;ANT;C;4
946909;7956;78505;"2019-04-05 12:45:00";"2019-04-05 13:45:00";210.0000;-45.0000;1.0000;1.0000;6.7;U441;C;0
946910;7956;78505;"2019-04-05 12:45:00";"2019-04-05 13:45:00";210.0000;-45.0000;1.0000;1.0000;6.7;SPO;C;5
946945;6700;78512;"2019-04-05 12:45:00";"2019-04-05 13:45:00";215.0000;-45.0000;1.0000;1.0000;6.1;ANT;C;0
946946;6700;78512;"2019-04-05 12:45:00";"2019-04-05 13:45:00";215.0000;-45.0000;1.0000;1.0000;6.1;SPO;C;2
946911;7956;78505;"2019-04-05 14:10:00";"2019-04-05 15:10:00";230.0000;-45.0000;0.9500;1.0000;6.7;ANT;C;2
946912;7956;78505;"2019-04-05 14:10:00";"2019-04-05 15:10:00";230.0000;-45.0000;0.9500;1.0000;6.7;U441;C;1
946913;7956;78505;"2019-04-05 14:10:00";"2019-04-05 15:10:00";230.0000;-45.0000;0.9500;1.0000;6.7;SPO;C;6
946947;6700;78512;"2019-04-05 14:10:00";"2019-04-05 15:10:00";235.0000;-45.0000;0.9500;1.0000;6.1;ANT;C;0
946948;6700;78512;"2019-04-05 14:10:00";"2019-04-05 15:10:00";235.0000;-45.0000;0.9500;1.0000;6.1;SPO;C;2
946914;7956;78505;"2019-04-05 15:10:00";"2019-04-05 16:10:00";245.0000;-45.0000;0.9500;1.0000;6.7;ANT;C;0
946915;7956;78505;"2019-04-05 15:10:00";"2019-04-05 16:10:00";245.0000;-45.0000;0.9500;1.0000;6.7;U441;C;2
946916;7956;78505;"2019-04-05 15:10:00";"2019-04-05 16:10:00";245.0000;-45.0000;0.9500;1.0000;6.7;SPO;C;11
946949;6700;78512;"2019-04-05 15:10:00";"2019-04-05 16:10:00";250.0000;-45.0000;0.9500;1.0000;6.1;ANT;C;0
946950;6700;78512;"2019-04-05 15:10:00";"2019-04-05 16:10:00";250.0000;-45.0000;0.9500;1.0000;6.1;SPO;C;4
946917;7956;78506;"2019-04-06 11:15:00";"2019-04-06 12:15:00";205.0000;-45.0000;1.0000;1.0000;6.5;ANT;C;0
946918;7956;78506;"2019-04-06 11:15:00";"2019-04-06 12:15:00";205.0000;-45.0000;1.0000;1.0000;6.5;SPO;C;3
946951;6700;78513;"2019-04-06 11:15:00";"2019-04-06 12:15:00";180.0000;-45.0000;1.0000;1.0000;6;ANT;C;0
946952;6700;78513;"2019-04-06 11:15:00";"2019-04-06 12:15:00";180.0000;-45.0000;1.0000;1.0000;6;SPO;C;1
946953;7957;78514;"2019-04-06 11:15:00";"2019-04-06 12:15:00";165.0000;-60.0000;1.0000;1.1000;6.55;ANT;C;0
946954;7957;78514;"2019-04-06 11:15:00";"2019-04-06 12:15:00";165.0000;-60.0000;1.0000;1.1000;6.55;SPO;C;3
946825;7466;78489;"2019-04-06 18:15:00";"2019-04-06 18:45:00";285.0000;-40.0000;0.5000;1.1100;4.5;ANT;C;0
946826;7466;78489;"2019-04-06 18:15:00";"2019-04-06 18:45:00";285.0000;-40.0000;0.5000;1.1100;4.5;SPO;C;2
946827;7466;78489;"2019-04-06 18:45:00";"2019-04-06 19:00:00";240.0000;-30.0000;0.2500;1.1100;4.5;ANT;C;0
